Q9ERY9	MGI:1915571
Q9D7F7	MGI:1913621
Q9D7S9	MGI:1924209
P0C0A3	MGI:3583942
Q8R1T1	MGI:1913922
Q9QXG2	MGI:892979
Q91V57	MGI:1915674
Q80XD1	MGI:1917243
Q9CXM0	MGI:2179069
Q9D1P4	MGI:1914167
P61022	MGI:1927185
Q9D869	MGI:1917511
Q6IQX7	MGI:106576
Q8C025	MGI:2384841
Q9JKP8	MGI:2135796
Q920C1	MGI:1933172
Q8VEA6	MGI:1916371
Q9Z0E2	MGI:1313268
P12657	MGI:88396
Q9ERZ4	MGI:88397
Q9ERZ3	MGI:88398
P32211	MGI:88399
Q920H4	MGI:109248
P04756	MGI:87885
Q91X60	MGI:87886
Q8R4G9	MGI:87887
O70174	MGI:87888
Q2MKA5	MGI:87889
Q9R0W9	MGI:106213
P49582	MGI:99779
P09690	MGI:87890
Q9ERK7	MGI:87891
Q8BMN3	MGI:106212
Q8R493	MGI:87892
P02716	MGI:87893
P20782	MGI:87894
P04760	MGI:87895
Q6PGK7	MGI:2138283
Q9JME2	MGI:1927166
Q99LL3	MGI:1929064
Q80V53	MGI:1919386
Q91XQ5	MGI:1924840
Q9EQC0	MGI:1924219
Q80WV3	MGI:1891160
O88199	MGI:1858224
Q9R1I1	MGI:1349479
Q9QUP4	MGI:1931825
Q9EP78	MGI:1891767
Q8BQ86	MGI:1916197
Q76EC5	MGI:1918617
Q6ZQ11	MGI:2681120
Q5DTK1	MGI:1926173
Q8BIW9	MGI:2384887
P0CG14	MGI:2443370
P0CG15	
Q9CY57	MGI:1913761
Q60680	MGI:99484
Q6DG52	MGI:1923684
Q99KN2	MGI:1346998
Q8WTY4	MGI:1922083
Q3TQ03	MGI:2684975
Q9Z0F4	MGI:1344418
Q9Z309	MGI:1929293
Q0P523	MGI:2685953
Q9D9N5	MGI:1920509
Q924A2	MGI:1918972
O70302	MGI:1270845
O70303	MGI:1270844
P56198	MGI:95585
P79621	MGI:108445
Q66K08	MGI:2444507
Q9D0V8	MGI:1914486
Q8R0W1	MGI:1919185
Q9DA19	MGI:1914185
P60824	MGI:893588
Q8R2N2	MGI:1096573
Q91WS0	MGI:1261855
Q9CQB5	MGI:1914256
B1AR13	MGI:101788
Q62225	MGI:103159
P97769	MGI:108023
O35740	MGI:1306784
Q9WUL8	MGI:1861694
P49025	MGI:105313
Q7TS74	MGI:1917716
Q3V1H1	MGI:1931797
Q8BMK4	MGI:2444926
A2AGT5	MGI:1923036
Q04447	MGI:88407
Q9DAS1	MGI:1922708
P07310	MGI:88413
P30275	MGI:99441
Q6P8J7	MGI:1923972
P61025	MGI:1889208
P56390	MGI:1913447
Q80TV8	MGI:1923957
Q8BRT1	MGI:1923749
Q8CFC7	MGI:1855695
Q9D7Z6	MGI:1346342
Q8BG22	MGI:2139758
Q6Q473	MGI:2139744
Q99LI2	MGI:2385186
Q9QZM3	MGI:1930088
Q64347	MGI:88417
Q9R0A1	MGI:105061
P51791	MGI:103555
Q61418	MGI:104571
Q9WVD4	MGI:99486
O35454	MGI:1347049
O70496	MGI:1347048
Q9WUB7	MGI:1329026
Q9WUB6	MGI:1930643
P97400	MGI:891997
Q9Z0S6	MGI:1913101
Q60771	MGI:106925
Q9ET43	MGI:1929288
Q9Z0S4	MGI:1913102
Q9Z0S3	MGI:1860425
Q9Z0S5	MGI:1913103
Q925N4	MGI:2148742
Q8BXA6	MGI:2652030
P56857	MGI:1929209
Q9ET38	MGI:3033992
O88551	MGI:1276109
Q9D7U6	MGI:1922927
Q9D7D7	MGI:1919158
O88552	MGI:1276110
Q9Z0G9	MGI:1329044
O35054	MGI:1313314
O54942	MGI:1276112
Q9Z262	MGI:1859284
Q9Z261	MGI:1859285
Q9Z260	MGI:1859286
Q9Z0S7	MGI:1913100
Q9CQX5	MGI:2447860
Q9D9H2	MGI:1921526
P49300	MGI:96975
O88200	MGI:1298219
Q504P2	MGI:3040968
Q149M0	MGI:1918433
Q8VCP9	MGI:1914114
Q80U30	MGI:1921624
Q7TSQ1	MGI:2672935
Q8BWY2	MGI:2444151
Q9JL99	MGI:1913287
Q91V08	MGI:2135589
Q80XD9	MGI:3028921
Q8VI21	MGI:3522133
Q9D676	MGI:1918059
Q8C1T8	MGI:2136934
Q9WVF9	MGI:2136650
P0C7M9	MGI:2141402
Q9EPW4	MGI:2685642
P43025	MGI:104540
Q9QZ15	MGI:1349412
Q9Z2H6	MGI:1298389
Q9R0Q8	MGI:1861232
P70194	MGI:1859834
Q8BNX1	MGI:1923113
Q9JKF4	MGI:1861231
Q9R007	MGI:1345151
Q6QLQ4	MGI:1861431
Q8BRU4	MGI:2444608
P52194	MGI:107472
Q5M6W3	MGI:1920574
Q9Z1Q5	MGI:2148924
Q9D7P7	MGI:1916704
Q9QYB1	MGI:1352754
Q8BXK9	MGI:1917912
Q8BHB9	MGI:2146607
Q99KN9	MGI:2144243
Q922J3	MGI:1928401
Q9Z0H8	MGI:1313136
B9EHT4	MGI:1923936
Q8CI96	MGI:1919100
P22518	MGI:107403
O35491	MGI:1098669
O35492	MGI:1098670
O35493	MGI:1098551
Q8C5W0	MGI:2136957
Q8R373	MGI:1918816
Q61124	MGI:107537
Q3UMW8	MGI:2442253
Q9QUK3	MGI:1349447
Q9QZE2	MGI:1351468
Q61189	MGI:109638
O08785	MGI:99698
Q99LI9	MGI:2138968
Q60649	MGI:1100517
O88696	MGI:1858213
Q3UW21	MGI:2685595
Q9CQC2	MGI:88421
Q8BXA5	MGI:2442892
Q8VBZ3	MGI:1927155
Q9JHS4	MGI:1346017
Q8K445	MGI:2388124
Q8BHH8	MGI:2142022
Q80YR7	MGI:2445153
Q9EPL2	MGI:1929895
Q9ER65	MGI:1929897
Q99JH7	MGI:2178323
O08585	MGI:894297
Q6IRU5	MGI:1921575
Q68FD5	MGI:2388633
Q8R3P7	MGI:1924029
Q5SW19	MGI:1921398
Q06890	MGI:88423
Q9D4C9	MGI:1921688
Q8BG92	MGI:2443223
Q8R4N0	MGI:1916884
P21844	MGI:96941
Q61419	MGI:103227
Q99KK2	MGI:1337124
Q8R1G2	MGI:1916824
Q9CPZ8	MGI:1915149
Q8K199	MGI:1913781
Q9D486	MGI:1921690
P97468	MGI:109603
Q9JIZ0	MGI:1913366
Q8CHQ9	MGI:2136446
Q9JIY8	MGI:2136449
Q9QXS8	MGI:1916299
Q9DBP5	MGI:1913838
Q3U5Q7	MGI:99830
Q9CZT6	MGI:1913747
Q9DAR1	MGI:2447160
Q9DAC0	MGI:2447311
Q99LJ5	MGI:2447162
Q8CJ61	MGI:2142888
Q9D6G9	MGI:2447164
Q9CZ69	MGI:2447165
Q9ESD6	MGI:2447166
Q9CZR4	MGI:2447167
Q9DBC3	MGI:1921407
Q8BWQ4	MGI:2384580
Q70KF4	MGI:1923719
Q9D5U8	MGI:1918123
P53996	MGI:88431
Q8BUG2	MGI:2451097
Q9D1A2	MGI:1913304
Q3UJ81	MGI:1921981
Q6PCW6	MGI:1919633
P29974	MGI:88436
Q62398	MGI:108040
Q9JJZ8	MGI:1341818
Q3UW12	MGI:2664099
Q9JJZ9	MGI:1353562
O35372	MGI:1277202
O35089	MGI:1277225
Q6ZWS4	MGI:1920228
Q9CX13	MGI:1925828
Q80YA9	MGI:2661175
Q8BMA3	MGI:2674130
Q08091	MGI:104979
Q08093	MGI:105093
Q9DAW9	MGI:1919244
Q0GA42	MGI:1891366
Q3TWN3	MGI:2151054
Q32NY4	MGI:2151055
Q69ZF7	MGI:2151060
Q8BH15	MGI:1926143
Q9CWN7	MGI:106580
Q6ZQ08	MGI:2442402
Q8C5L3	MGI:1919318
Q8K0V4	MGI:2385261
Q8BT14	MGI:1859026
Q8VEG6	MGI:2443154
Q8K3P5	MGI:2144529
Q60809	MGI:1298230
Q9D8X5	MGI:1916375
P16330	MGI:88437
Q8K158	MGI:1916421
Q4VAB4	MGI:2442451
Q9QXT0	MGI:1928477
Q9DAU1	MGI:1919279
Q8BQ47	MGI:1913705
P47746	MGI:104615
P47936	MGI:104650
Q5M8N0	MGI:1917505
Q8CBC4	MGI:2445141
Q9D995	MGI:1923965
P51642	MGI:88439
O88507	MGI:99605
A2AM05	MGI:2443104
P12960	MGI:105980
Q61330	MGI:104518
Q07409	MGI:99534
Q69Z26	MGI:1095737
P68500	MGI:3042287
Q9JMB8	MGI:1858223
O54991	MGI:1858201
Q9CPW0	MGI:1914047
Q99P47	MGI:2183572
Q0V8T9	MGI:3643623
Q0V8T8	MGI:3664583
Q0V8T7	MGI:3646013
A2AL36	MGI:1889576
Q8CB62	MGI:2443290
Q9D2R6	MGI:1098757
Q8BT51	MGI:1915435
Q99M07	MGI:1923428
Q8BGD8	MGI:1915142
Q921H9	MGI:1917143
Q9DBL7	MGI:1918993
Q3UMF0	MGI:2442894
Q5NBX1	MGI:105056
Q62507	MGI:1278313
Q9Z160	MGI:1333873
Q921L5	MGI:1923582
Q8CI04	MGI:2450151
Q8R1U1	MGI:2142808
Q8C0L8	MGI:2145130
Q8R3I3	MGI:1914792
Q3UM29	MGI:2685013
Q9JJA2	MGI:2142885
Q5SU73	MGI:104842
Q05306	MGI:88445
Q61245	MGI:88446
Q64739	MGI:88447
Q60847	MGI:88448
Q9R1N9	MGI:1277201
Q80X19	MGI:1341272
O35206	MGI:88449
Q8BLX7	MGI:1095396
Q07563	MGI:88450
P39061	MGI:88451
Q0VF58	MGI:1095415
P11087	MGI:88467
Q01149	MGI:88468
Q923P0	MGI:1920618
Q8K4G2	MGI:2653243
Q30D77	MGI:1918605
Q99MQ5	MGI:1924268
Q91VF6	MGI:2155345
Q5QNQ9	MGI:2672118
Q2UY11	MGI:2685312
P28481	MGI:88452
P08121	MGI:88453
P02463	MGI:88454
P08122	MGI:88455
Q9EQG9	MGI:1915268
Q9QZS0	MGI:104688
Q9QZR9	MGI:104687
O88207	MGI:88457
Q3U962	MGI:88458
Q04857	MGI:88459
Q02788	MGI:88460
A2AX52	MGI:1915803
A6H584	MGI:3648134
Q8C6K9	MGI:2444259
Q63870	MGI:88462
Q00780	MGI:88463
P25318	MGI:88464
Q05722	MGI:88465
Q07643	MGI:88466
Q8CF98	MGI:3606482
Q3SXB8	MGI:1918943
Q8K4Q8	MGI:2152907
Q8K297	MGI:1924348
Q6NVG7	MGI:2138232
O35348	MGI:1338761
Q8JZY2	MGI:1916706
Q8K4M5	MGI:109474
Q8BXC6	MGI:1098806
Q63829	MGI:88218
Q9CQ02	MGI:1913449
Q8R395	MGI:1913648
Q3V4B5	MGI:1913450
Q8BG94	MGI:1914197
Q9CZG3	MGI:1343485
Q8K2Q0	MGI:1923751
Q9R0G6	MGI:88469
Q8BIG7	MGI:1916406
O88587	MGI:88470
Q8CIE6	MGI:1334462
Q9JIF7	MGI:1917599
O55029	MGI:1354962
O89079	MGI:1891702
Q9QZE5	MGI:1858696
Q9QXK3	MGI:1858683
Q9CQ13	MGI:1913673
P61202	MGI:1330276
O88543	MGI:1349409
O88544	MGI:1349414
O35864	MGI:1349415
O88545	MGI:1349439
Q9CZ04	MGI:1349400
Q8BV13	MGI:1349388
Q8VBV7	MGI:1915363
P61924	MGI:1929063
Q9JHH9	MGI:1929008
Q3THF9	MGI:1915126
Q66JT7	MGI:1919133
Q8BMS4	MGI:101813
Q8BGB8	MGI:1098826
Q9CXI0	MGI:1098643
Q8R1S0	MGI:1924408
P97478	MGI:107207
Q8K1Z0	MGI:1915164
Q9Z319	MGI:1349451
O89053	MGI:1345961
Q9WUM3	MGI:1345963
Q9WUM4	MGI:1345964
Q8C0P5	MGI:1345966
Q8BH44	MGI:2444283
Q920M5	MGI:2183448
Q9D2V7	MGI:1926135
P56469	MGI:109538
Q9CQI6	MGI:1919292
Q8CFY5	MGI:1917633
Q6P8I6	MGI:1917052
Q8BH51	MGI:1913629
Q8BJ03	MGI:1920112
Q9CR63	MGI:1913522
P56394	MGI:1333806
Q8VC74	MGI:2448532
Q8K0C8	MGI:1915283
Q9D7J4	MGI:1913609
P19783	MGI:88473
Q91W29	MGI:2135755
P12787	MGI:88474
P19536	MGI:88475
P43024	MGI:103099
P43023	MGI:104649
P56391	MGI:107460
Q80ZN9	MGI:3044182
Q9CPQ1	MGI:104614
P56392	MGI:1316714
Q61387	MGI:106015
P48771	MGI:1316715
P56393	MGI:1913392
P17665	MGI:103226
Q64445	MGI:105959
P48772	MGI:105958
A6H666	MGI:1922733
Q7TPZ8	MGI:88478
Q504N0	MGI:3617840
P15089	MGI:88479
Q6P8K8	MGI:1919041
Q8R4H4	MGI:1921899
Q5U901	MGI:3045348
Q9JHH6	MGI:1891837
O89001	MGI:107265
P70166	MGI:108442
Q812E0	MGI:2442640
Q7TN99	MGI:2443075
Q7TN98	MGI:1914829
Q00493	MGI:101932
P63040	MGI:104727
P84086	MGI:104726
Q8R1B5	MGI:2384571
Q80WM3	MGI:2685803
Q80V42	MGI:1917824
Q9JJN5	MGI:2135874
Q9DBB9	MGI:1919006
Q8C166	MGI:2386621
P59108	MGI:2387578
Q8BT60	MGI:1917818
Q8BLR2	MGI:1921270
Q8JZW4	MGI:2385908
Q9Z140	MGI:1334445
Q0VE82	MGI:2142747
Q9DC53	MGI:1914121
Q1RLL3	MGI:2443052
P36552	MGI:104841
Q8BFS6	MGI:2443300
Q61147	MGI:88476
Q9WVJ3	MGI:1889205
Q8C196	MGI:891996
Q9EPU4	MGI:2679722
O35218	MGI:1861601
Q9CWS4	MGI:1919207
Q9QXK7	MGI:1859328
Q8BQZ5	MGI:1861602
Q6NVF9	MGI:1913948
Q8BTV2	MGI:1917826
P97742	MGI:1098296
Q924X2	MGI:1098297
Q8BGD5	MGI:2446526
P52825	MGI:109176
Q8BS40	MGI:1933107
Q9D3S9	MGI:1918537
Q3V0P1	MGI:2685989
Q9Z100	MGI:1934569
Q9D2L5	MGI:1926006
Q8R4V4	MGI:88487
Q64735	MGI:88513
P19070	MGI:88489
P62965	MGI:88490
P22935	MGI:88491
Q3UP38	MGI:2685919
Q80ZJ8	MGI:2446129
O88843	MGI:1336168
Q6PG95	MGI:1930190
P47934	MGI:109501
Q8VHS2	MGI:2136343
Q80YA8	MGI:2679260
Q8QZT4	MGI:2670904
Q8C7D2	MGI:1913277
O35427	MGI:1100818
Q01147	MGI:88494
Q9Z125	MGI:1347062
Q8BH52	MGI:2442695
Q91XE9	MGI:2384786
Q9D2A5	MGI:1916603
Q61817	MGI:99946
Q8K1L0	MGI:2443973
P45481	MGI:1098280
Q32M00	MGI:1889385
Q8CDG5	MGI:1924378
Q91ZR3	MGI:2675296
O88668	MGI:1344382
Q8BGC9	MGI:1928333
Q91XD7	MGI:2152539
Q9CYA0	MGI:1923987
P27699	MGI:88495
Q60571	MGI:88497
Q8CIT0	MGI:88496
P35347	MGI:88498
Q60748	MGI:894312
Q9JLL0	MGI:1354756
P63254	MGI:88501
Q9DCT8	MGI:1915587
Q6Q6R3	MGI:2152434
O70333	MGI:1929655
Q03401	MGI:102553
P16563	MGI:98815
Q03402	MGI:102552
Q8CGD2	MGI:1934666
Q8BZQ2	MGI:1926142
P47941	MGI:104686
Q64010	MGI:88508
Q9JM58	MGI:1340030
Q8CII9	MGI:1889506
Q9Z2L7	MGI:1860086
Q80ZM8	MGI:1913836
P97427	MGI:107793
P63154	MGI:1914127
Q8CJ40	MGI:3529431
Q9DC50	MGI:1921364
P14847	MGI:88512
Q8R555	MGI:1920082
Q149L7	MGI:1859822
Q9CYD3	MGI:1891221
Q68ED7	MGI:2142523
Q3U182	MGI:1921593
Q91X84	MGI:1917711
O54751	MGI:1194883
P97784	MGI:1270841
Q9R194	MGI:1270859
P24622	MGI:88515
P23927	MGI:88516
P02525	MGI:88518
Q9JJV1	MGI:104336
Q9JJV0	MGI:102716
Q9WVJ5	MGI:104992
P62696	MGI:88519
Q9JJU9	MGI:102717
Q80W49	MGI:2676311
P04345	MGI:88521
P04344	MGI:88522
Q61597	MGI:88523
P04342	MGI:88524
Q03740	MGI:88525
Q9CXV3	MGI:88526
Q8VHL5	MGI:2449167
O35486	MGI:1298216
Q99KP3	MGI:1915881
O54983	MGI:102675
Q921W4	MGI:1913859
P47199	MGI:88527
Q9DBE0	MGI:2180098
Q91YQ3	MGI:2146027
Q91W50	MGI:92356
Q9ERK4	MGI:1339951
P07141	MGI:1339753
P09581	MGI:1339758
P01587	MGI:1339752
Q00941	MGI:1339754
P26954	MGI:1339760
P26955	MGI:1339759
P09920	MGI:1339751
P40223	MGI:1339755
Q8BJQ9	MGI:2442354
Q8C1F4	MGI:1926002
P41241	MGI:88537
Q923L3	MGI:2137383
Q80T79	MGI:2386403
P19228	MGI:88540
Q02862	MGI:88542
P02664	MGI:105312
P10598	MGI:88541
P06796	MGI:107461
Q8BK63	MGI:1934950
Q9DC28	MGI:1355272
Q9JMK2	MGI:1351660
Q8BTH8	MGI:2660884
Q8BVP5	MGI:1920014
Q8C4X2	MGI:1917675
Q60737	MGI:88543
O54833	MGI:88547
P67871	MGI:88548
Q8VHY0	MGI:2153093
Q71M36	MGI:1352747
B2RX88	MGI:2681832
Q99388	MGI:1891441
Q9CZU6	MGI:88529
P59054	MGI:2387989
Q8BGQ2	MGI:2386852
P59055	MGI:1925021
P97315	MGI:88549
Q8CID0	MGI:1917264
P97314	MGI:1202907
P50462	MGI:1330824
Q9D269	MGI:1925490
Q9DAN8	MGI:1916612
Q80ZN5	MGI:1916544
P21460	MGI:102519
O89098	MGI:1298217
P32766	MGI:107161
Q9Z0H6	MGI:1340053
P56567	MGI:3524930
Q62426	MGI:109514
Q99LC2	MGI:1914587
Q8BIQ5	MGI:1343054
Q8C7E9	MGI:1932622
Q99LI7	MGI:1351825
Q8R311	MGI:1346056
O88712	MGI:1201685
P56546	MGI:1201686
Q8R242	MGI:1921495
Q5SUQ9	MGI:1916214
A2APF3	MGI:3652571
Q61164	MGI:109447
Q3TP92	MGI:1914431
Q7TSG2	MGI:1926953
P58466	MGI:2654470
Q8BX07	MGI:1098748
Q8BG15	MGI:1196405
P58465	MGI:1916524
Q60753	MGI:105115
P83714	MGI:2684607
P29268	MGI:95537
Q8VCN5	MGI:1339968
Q9D1D6	MGI:1915838
Q6PEE2	MGI:2685518
P12399	MGI:88554
P12400	MGI:88555
P09793	MGI:88556
P26231	MGI:88274
Q61301	MGI:88275
Q65CL1	MGI:2661445
O88327	MGI:1859649
Q02248	MGI:88276
Q9JJN6	MGI:1915756
Q9CWL8	MGI:1913892
P30999	MGI:105100
O35927	MGI:1195966
P57757	MGI:1932872
P70303	MGI:1933185
P70698	MGI:1858304
Q62018	MGI:109345
Q9CR35	MGI:88559
Q3SYP2	MGI:1923951
Q91ZF2	MGI:1860262
P16675	MGI:97748
P10605	MGI:88561
P97821	MGI:109553
P18242	MGI:88562
P70269	MGI:107361
Q9R013	MGI:1861434
P28293	MGI:88563
P49935	MGI:107285
Q9R014	MGI:1349426
P55097	MGI:107823
P06797	MGI:88564
Q9JL96	MGI:1927229
Q8BM88	MGI:2139628
Q9JIA9	MGI:1861723
O70370	MGI:107341
P56203	MGI:1338045
Q9WUU7	MGI:1891190
B9EJA2	MGI:1353467
Q99LJ0	MGI:1933137
Q60598	MGI:99695
Q99J10	MGI:2385277
Q3U308	MGI:1914215
Q8K129	MGI:88566
Q3URE8	MGI:2139444
Q8BXZ0	MGI:3642816
Q9JLB4	MGI:1931256
Q8R3V6	MGI:2144281
Q9CXX9	MGI:1914366
Q9WTX6	MGI:1349658
Q9D4H8	MGI:1918995
Q9JLV5	MGI:1347360
Q3TCH7	MGI:1914487
A2A432	MGI:1919834
Q9D5V5	MGI:1922967
Q8VE73	MGI:1913765
Q80TT8	MGI:1925559
Q9CQ89	MGI:1914925
Q9D8X1	MGI:1913638
P53564	MGI:88568
P70403	
P70298	MGI:107321
P70412	MGI:1202881
Q9JHS9	MGI:1913320
Q8C5N3	MGI:2136773
Q9DBF7	MGI:1914730
Q3TKY6	MGI:1914535
Q8CI33	MGI:1919752
Q8BG79	MGI:1918023
Q91YL7	MGI:2444131
O35188	MGI:1097153
Q9Z0D9	MGI:1333815
P97792	MGI:1201679
P17515	MGI:1352450
Q9JHH5	MGI:1860203
P40224	MGI:103556
O55038	MGI:1888499
Q9WUQ5	MGI:1888514
Q9WVL7	MGI:1339941
Q8BSU2	MGI:1932682
Q5UW37	MGI:2387642
P12850	MGI:108068
P10889	MGI:1340094
Q6W5C0	MGI:3037818
P50228	MGI:1096868
P18340	MGI:1352449
Q810W6	MGI:2448715
P35343	MGI:105303
O88410	MGI:1277207
P70658	MGI:109563
Q04683	MGI:103567
Q9EQ16	MGI:1934582
Q9CWW7	MGI:1921572
Q6NXI8	MGI:2442112
Q91WA4	MGI:1914643
Q6P1H1	MGI:2686925
A2AE42	MGI:1919273
Q9WUE3	MGI:1929280
Q60720	MGI:103253
P56395	MGI:1926952
Q9CQX2	MGI:1913677
Q5NCY3	MGI:2685586
Q5SSH8	MGI:2684848
Q9DB73	MGI:1919267
Q3KNK3	MGI:2444415
Q9DCN2	MGI:94893
Q3TDX8	MGI:2386848
B1AS42	MGI:1919657
Q61462	MGI:1316658
Q61093	MGI:88574
Q925G2	MGI:2654575
Q9D0M3	MGI:1913695
P62897	MGI:88578
P00015	MGI:88579
Q7TMB8	MGI:1338801
Q5SQX6	MGI:1924134
Q9CX80	MGI:2149481
Q9QXA1	MGI:1859320
Q80TQ2	MGI:1921506
Q9QZ82	MGI:88582
P15539	MGI:88584
P27786	MGI:88586
P28649	MGI:88587
P00184	MGI:88588
P00186	MGI:88589
Q64429	MGI:88590
Q8BKE6	MGI:1925201
P03940	MGI:88591
Q64441	MGI:88593
O55127	MGI:1096359
Q811W2	MGI:2176159
Q9DBG1	MGI:88594
O35084	MGI:1098274
P56593	MGI:105055
P15392	MGI:88596
P20852	MGI:88597
P12791	MGI:88598
O55071	MGI:107303
P12790	MGI:88600
Q64458	MGI:103238
P56654	MGI:1306806
P56655	MGI:1306819
P56656	MGI:1306818
P56657	MGI:1306815
Q91X77	MGI:2147497
Q6XVG2	MGI:3642960
Q9D816	MGI:1919332
Q91W64	MGI:2385878
P24456	MGI:88602
P24457	MGI:88603
Q8CIM7	MGI:1923529
P11714	MGI:88606
Q05421	MGI:88607
P33267	MGI:88608
O54749	MGI:1270149
O54750	MGI:1270148
Q6VVW9	MGI:2449771
Q9DBX6	MGI:1921384
Q9CX98	MGI:1918769
E9Q816	MGI:3616076
Q9JKJ9	MGI:1927096
Q64459	MGI:88609
Q64464	MGI:88610
Q64481	MGI:106099
O09158	MGI:1930638
Q9JMA7	MGI:1858451
Q9JMA7	MGI:3714859
Q9WVK8	MGI:1341877
O88833	MGI:88611
Q91WL5	MGI:88612
O35728	MGI:1096550
Q64462	MGI:103225
Q9EP75	MGI:1927669
Q99N16	MGI:1919304
Q9DBW0	MGI:2142763
Q6A152	MGI:1932403
Q8K0C4	MGI:106040
Q64505	MGI:106091
Q60991	MGI:104978
O88962	MGI:1338044
P18406	MGI:88613
Q8R4T1	MGI:2177632
Q99JA4	MGI:1926218
Q920A1	MGI:1917336
Q9D1E4	MGI:1915109
Q8K353	MGI:1913310
Q9QX11	MGI:1334257
P63034	MGI:1334255
O08967	MGI:1335107
Q80YW0	MGI:2441702
Q91VY6	MGI:2183535
Q8VIH7	MGI:2152187
Q8VCE4	MGI:3583960
Q9D172	MGI:1351861
Q9CX66	MGI:106381
Q6PIX9	MGI:106356
Q5SZV5	MGI:3036268
Q9DCV5	MGI:1196450
Q3UVG3	MGI:1277178
Q9D7G4	MGI:1196400
Q9Z1R4	MGI:90673
Q3TT38	MGI:106281
Q8BKS9	MGI:106253
Q8VEB3	MGI:1277184
P16381	MGI:91842
Q922R1	MGI:2443049
Q8CIM3	MGI:2138209
Q3UHX9	MGI:106544
Q8C779	MGI:2147848
Q8BGN2	MGI:1289213
Q8C753	MGI:2442760
Q80U59	MGI:1261849
Q8BWG4	MGI:3606579
Q8C3M9	MGI:2138198
Q68FD9	MGI:2669829
Q91YN0	MGI:107893
D2J0Y4	MGI:1196431
Q69ZZ9	MGI:3045367
Q8R1F0	MGI:1289231
Q571I4	MGI:1196223
Q3U3D7	MGI:2443399
Q8CCC3	MGI:2442001
Q8BPM0	MGI:1914596
Q80U19	MGI:1923691
P97318	MGI:108554
Q3UHC7	MGI:1916851
P98078	MGI:109175
Q9QYB2	MGI:1277991
Q925Q8	MGI:1890446
Q8R4A3	MGI:1891740
Q7TN08	MGI:1920347
Q0PHV7	MGI:3654828
P61804	MGI:101912
Q61476	MGI:104849
Q62165	MGI:101864
Q6WQJ1	MGI:2677061
Q91WC9	MGI:2442032
Q8VC30	MGI:2385084
Q6PJN8	MGI:1915039
Q76LW6	MGI:1344365
P18894	MGI:94859
Q9ER88	MGI:1929538
Q80YE7	MGI:1916885
Q8VDF3	MGI:1341297
O54784	MGI:1203520
Q9D757	MGI:1923997
Q9QXT1	MGI:1347063
Q91XC8	MGI:1918190
Q8BIP0	MGI:2442510
Q922B2	MGI:2442544
O35613	MGI:1197015
Q9JII5	MGI:1917498
Q9DCP9	MGI:1344344
Q64368	MGI:1342328
Q9QZ41	MGI:1351328
Q64237	MGI:94864
O09035	MGI:108039
P31786	MGI:94865
Q9QXS6	MGI:1931838
Q9CZ00	MGI:1919435
Q9CRD4	MGI:106562
Q62418	MGI:700006
Q60925	MGI:94866
Q923B1	MGI:1931520
P53395	MGI:105386
P52950	MGI:94867
A2AKB9	MGI:2140179
Q91VU6	MGI:90168
Q8CBW4	MGI:2444462
Q8BGW4	MGI:2445178
Q8BGZ3	MGI:1916220
Q6PAC3	MGI:2684929
Q6PFH3	MGI:2684420
Q3TUL7	MGI:1923013
Q80T85	MGI:2444785
Q9DC22	MGI:1921356
P61963	MGI:1919083
Q8N7N5	MGI:91860
Q8BHC4	MGI:1915337
Q9D4J3	MGI:1913936
Q91ZV3	MGI:1920629
P70211	MGI:94869
Q5DU00	MGI:2652818
Q9D1B8	MGI:1915761
E9PVD3	MGI:2685011
P43346	MGI:102726
Q9JLM8	MGI:1330861
Q6PGN3	MGI:1918012
Q8BWQ5	MGI:3039580
Q9JIC3	MGI:1930042
Q8C7W7	MGI:2156057
Q8K4J0	MGI:2441769
P28654	MGI:94872
Q91YD3	MGI:1923151
Q3U564	MGI:2442404
Q9CYC6	MGI:1917890
Q9DAR7	MGI:1916555
Q059Y8	MGI:1925022
Q7TNJ0	MGI:1923016
Q8K2D6	MGI:2444529
O08788	MGI:107745
Q99KJ8	MGI:107733
Q9Z0Y1	MGI:1859251
Q8CBY8	MGI:1914915
Q9QZB9	MGI:1891689
Q9WUB4	MGI:1343154
P29812	MGI:102563
Q9QY93	MGI:1913672
Q9QZ73	MGI:2150386
Q8BZJ7	MGI:2142792
Q8K0V2	MGI:2679003
Q8CCA0	MGI:2140972
Q9CXV9	MGI:1924113
O88809	MGI:1277171
Q91X52	MGI:1915130
Q9D9Z5	MGI:1913748
Q9CWS0	MGI:1916469
Q99LD8	MGI:1859016
Q3U1J4	MGI:1202384
Q99J79	MGI:1355314
O88533	MGI:94876
Q80YA3	MGI:2150302
Q80Y98	MGI:1919358
Q9DAF3	MGI:1919079
A2ADY9	MGI:1917244
Q6NZG4	MGI:1921291
P35639	MGI:109247
Q8VHZ5	MGI:1920534
Q9D3F7	MGI:1921997
Q80TS7	MGI:108101
Q922Z0	MGI:1925528
O54734	MGI:1194508
Q03146	MGI:99216
Q62371	MGI:1345277
Q80WW9	MGI:1924256
O35215	MGI:1298381
Q80Y44	MGI:1924841
Q6AXC6	MGI:2443590
Q501J6	MGI:1914290
Q8K363	MGI:1914192
Q61655	MGI:99526
Q91VR5	MGI:2144727
Q9JJY4	MGI:1858415
Q9JIK5	MGI:1860494
Q9ESV0	MGI:1351337
